application_id,applicant_id,posting_id,company,role,industry,employment_type,applied_date,fit_score
J03914,A0408,P0160,회사14,Data Scientist,배달/배송,전환형 인턴,2025-03-07,0.478
J02782,A0290,P0060,회사23,BI Engineer,물류,신입,2025-03-07,0.504
J04610,A0482,P0216,회사17,BA (Business Analyst),모바일·APP,경력,2025-03-07,0.821
J00793,A0084,P0045,회사11,Product Analyst,경영 컨설팅,인턴,2025-03-08,0.99
J03458,A0362,P0030,회사13,DA (Data Analyst),배달/배송,신입,2025-03-08,0.5
J00895,A0093,P0165,회사16,Data Scientist,물류,신입,2025-03-08,0.828
J02168,A0221,P0180,회사17,DA (Data Analyst),,계약직,2025-03-08,0.831
J02763,A0289,P0234,회사29,Product Analyst,,인턴,2025-03-08,0.781
J00212,A0023,P0029,회사18,Product Analyst,게임,신입,2025-03-08,0.388
J01610,A0161,P0217,회사34,BA (Business Analyst),미디어,전환형 인턴,2025-03-08,0.72
J04080,A0424,P0213,회사19,BI Engineer,물류,신입,2025-03-08,0.699
J00943,A0096,P0105,회사31,Product Analyst,모바일·APP,경력,2025-03-08,0.32
J01843,A0185,P0176,회사23,DA (Data Analyst),경영 컨설팅,인턴,2025-03-08,0.673
J04391,A0459,P0223,회사13,Growth Analyst,미디어,경력,2025-03-09,0.478
J02737,A0286,P0049,회사30,DA (Data Analyst),물류,계약직,2025-03-09,0.707
J04405,A0460,P0015,회사11,Data Scientist,모바일·APP,신입,2025-03-09,0.02
J04525,A0471,P0199,회사21,BA (Business Analyst),물류,경력,2025-03-09,0.311
J02000,A0205,P0152,회사17,BA (Business Analyst),물류,경력,2025-03-09,0.511
J01934,A0196,P0178,회사21,Data Scientist,물류,계약직,2025-03-09,0.688
J02000,A0205,P0152,회사17,BA (Business Analyst),물류,경력,2025-03-09,0.511
J03426,A0358,P0173,회사33,DA (Data Analyst),배달/배송,계약직,2025-03-09,0.932
J04871,A0509,P0006,회사24,Growth Analyst,물류,신입,2025-03-09,0.258
J03726,A0385,P0066,회사11,Product Analyst,게임,경력,2025-03-09,0.44
J01830,A0184,P0079,회사08,Growth Analyst,게임,신입,2025-03-09,0.99
J03098,A0322,P0162,회사19,DA (Data Analyst),리테일,신입,2025-03-09,0.628
J02367,A0244,P0124,회사18,DA (Data Analyst),,경력,2025-03-09,0.532
J01175,A0121,P0069,회사34,BI Engineer,리테일,계약직,2025-03-10,0.807
J03691,A0382,P0054,회사11,Growth Analyst,물류,인턴,2025-03-10,0.74
J02700,A0281,P0200,회사27,DA (Data Analyst),금융,신입,2025-03-10,0.582
J01092,A0113,P0202,회사16,Product Analyst,경영 컨설팅,신입,2025-03-10,0.922
J02337,A0241,P0132,회사21,DA (Data Analyst),금융,계약직,2025-03-10,0.356
J04751,A0495,P0226,회사34,Growth Analyst,리테일,전환형 인턴,2025-03-10,0.99
J01075,A0111,P0115,회사31,BA (Business Analyst),경영 컨설팅,전환형 인턴,2025-03-10,0.754
J00364,A0039,P0153,회사23,BA (Business Analyst),교육,경력,2025-03-11,0.662
J01287,A0132,P0076,회사24,DA (Data Analyst),헬스케어,신입,2025-03-11,0.505
J00364,A0039,P0153,회사23,BA (Business Analyst),교육,경력,2025-03-11,0.662
J03162,A0329,P0227,회사02,Data Scientist,게임,신입,2025-03-11,0.794
J03021,A0315,P0196,회사11,BI Engineer,리테일,계약직,2025-03-11,0.3
J00041,A0006,P0126,회사16,Growth Analyst,경영 컨설팅,신입,2025-03-11,0.588
J00511,A0053,P0231,회사19,Product Analyst,금융,전환형 인턴,2025-03-11,0.755
J03174,A0330,P0084,회사20,Product Analyst,,경력,2025-03-11,0.466
J01761,A0175,P0088,회사01,Product Analyst,경영 컨설팅,신입,2025-03-11,0.579
J00499,A0052,P0170,회사26,Growth Analyst,게임,경력,2025-03-11,0.774
J01911,A0194,P0167,회사12,DA (Data Analyst),리테일,신입,2025-03-11,0.245
J01731,A0172,P0176,회사23,DA (Data Analyst),경영 컨설팅,인턴,2025-03-11,0.479
J00602,A0063,P0153,회사23,BA (Business Analyst),교육,경력,2025-03-11,0.136
J04566,A0476,P0144,회사12,BA (Business Analyst),배달/배송,계약직,2025-03-11,0.366
J00944,A0096,P0088,회사01,Product Analyst,경영 컨설팅,신입,2025-03-12,0.7
J04589,A0479,P0138,회사11,BI Engineer,물류,신입,2025-03-12,0.287
J03488,A0365,P0087,회사03,Product Analyst,헬스케어,신입,2025-03-12,0.399
J01258,A0130,P0139,회사28,Growth Analyst,교육,경력,2025-03-12,0.378
J02448,A0251,P0046,회사25,Growth Analyst,미디어,전환형 인턴,2025-03-12,0.051
J02088,A0214,P0186,회사17,Product Analyst,헬스케어,신입,2025-03-12,0.564
J03593,A0373,P0013,회사16,Growth Analyst,헬스케어,전환형 인턴,2025-03-12,0.624
J02123,A0218,P0101,회사18,BA (Business Analyst),,신입,2025-03-12,0.417
J03544,A0370,P0105,회사31,Product Analyst,모바일·APP,경력,2025-03-12,0.936
J04696,A0490,P0199,회사21,BA (Business Analyst),물류,경력,2025-03-12,0.703
J04054,A0421,P0152,회사17,BA (Business Analyst),물류,경력,2025-03-13,0.549
J02226,A0229,P0083,회사22,BI Engineer,배달/배송,경력,2025-03-13,0.317
J04932,A0517,P0155,회사19,Product Analyst,모바일·APP,신입,2025-03-13,0.337
J02783,A0290,P0029,회사18,Product Analyst,게임,신입,2025-03-13,0.558
J04392,A0459,P0158,회사07,BA (Business Analyst),금융,신입,2025-03-13,0.692
J00141,A0016,P0074,회사20,BI Engineer,배달/배송,신입,2025-03-13,0.814
J04559,A0475,P0079,회사08,Growth Analyst,게임,신입,2025-03-14,0.443
J01964,A0200,P0094,회사19,BI Engineer,금융,신입,2025-03-14,0.693
J02338,A0241,P0103,회사33,DA (Data Analyst),모바일·APP,신입,2025-03-14,0.657
J03459,A0362,P0112,회사31,BI Engineer,경영 컨설팅,경력,2025-03-14,0.496
J00349,A0038,P0018,회사24,BI Engineer,리테일,계약직,2025-03-14,0.759
J04012,A0415,P0207,회사12,Growth Analyst,게임,신입,2025-03-14,0.477
J03962,A0412,P0152,회사17,BA (Business Analyst),물류,경력,2025-03-14,0.758
J01126,A0116,P0101,회사18,BA (Business Analyst),,신입,2025-03-14,0.513
J04783,A0499,P0022,회사29,Data Scientist,,신입,2025-03-14,0.572
J01183,A0122,P0180,회사17,DA (Data Analyst),,계약직,2025-03-14,0.59
J02560,A0267,P0161,회사21,DA (Data Analyst),리테일,신입,2025-03-14,0.463
J02560,A0267,P0161,회사21,DA (Data Analyst),리테일,신입,2025-03-14,0.463
J01385,A0139,P0037,회사23,BA (Business Analyst),모바일·APP,경력,2025-03-14,0.826
J04081,A0424,P0147,회사20,BA (Business Analyst),게임,전환형 인턴,2025-03-15,0.353
J02738,A0286,P0216,회사17,BA (Business Analyst),모바일·APP,경력,2025-03-15,0.393
J01076,A0111,P0001,회사22,Product Analyst,물류,신입,2025-03-15,0.571
J00925,A0094,P0207,회사12,Growth Analyst,게임,신입,2025-03-15,0.411
J02764,A0289,P0097,회사23,Growth Analyst,모바일·APP,신입,2025-03-15,0.434
J01093,A0113,P0111,회사29,Product Analyst,배달/배송,신입,2025-03-15,0.675
J00662,A0069,P0158,회사07,BA (Business Analyst),금융,신입,2025-03-15,0.623
J03853,A0398,P0160,회사14,Data Scientist,배달/배송,전환형 인턴,2025-03-15,0.563
J03517,A0367,P0127,회사06,Product Analyst,리테일,신입,2025-03-15,0.52
J00042,A0006,P0192,회사30,Growth Analyst,헬스케어,신입,2025-03-15,0.554
J03175,A0330,P0238,회사25,BI Engineer,금융,전환형 인턴,2025-03-15,0.253
J03489,A0365,P0153,회사23,BA (Business Analyst),교육,경력,2025-03-16,0.41
J04097,A0426,P0107,회사25,BA (Business Analyst),미디어,인턴,2025-03-16,0.02
J02930,A0304,P0182,회사12,Data Scientist,금융,인턴,2025-03-16,0.99
J03594,A0373,P0085,회사26,DA (Data Analyst),물류,경력,2025-03-16,0.614
J02905,A0301,P0225,회사33,Data Scientist,헬스케어,경력,2025-03-16,0.437
J02007,A0206,P0106,회사16,Data Scientist,물류,신입,2025-03-16,0.852
J00313,A0034,P0094,회사19,BI Engineer,금융,신입,2025-03-16,0.598
J01135,A0117,P0182,회사12,Data Scientist,금융,인턴,2025-03-16,0.665
J02176,A0222,P0029,회사18,Product Analyst,게임,신입,2025-03-16,0.783
J00604,A0064,P0134,회사23,Growth Analyst,배달/배송,전환형 인턴,2025-03-17,0.45
J00057,A0008,P0218,회사15,DA (Data Analyst),미디어,신입,2025-03-17,0.72
J02468,A0254,P0213,회사19,BI Engineer,물류,신입,2025-03-17,0.496
J04393,A0459,P0198,회사22,BA (Business Analyst),게임,계약직,2025-03-17,0.602
J03427,A0358,P0072,회사32,DA (Data Analyst),교육,인턴,2025-03-17,0.715
J04526,A0471,P0190,회사31,Growth Analyst,,전환형 인턴,2025-03-17,0.664
J04611,A0482,P0099,회사26,BA (Business Analyst),물류,경력,2025-03-17,0.98
J04129,A0430,P0224,회사16,Growth Analyst,,신입,2025-03-17,0.385
J01411,A0141,P0217,회사34,BA (Business Analyst),미디어,전환형 인턴,2025-03-17,0.278
J04526,A0471,P0190,회사31,Growth Analyst,,전환형 인턴,2025-03-17,0.664
J02169,A0221,P0196,회사11,BI Engineer,리테일,계약직,2025-03-17,0.8
J01372,A0138,P0129,회사17,Growth Analyst,경영 컨설팅,신입,2025-03-17,0.966
J03528,A0368,P0146,회사21,Product Analyst,게임,경력,2025-03-18,0.655
J00794,A0084,P0146,회사21,Product Analyst,게임,경력,2025-03-18,0.861
J00444,A0047,P0042,회사19,Data Scientist,헬스케어,경력,2025-03-18,0.351
J03915,A0408,P0114,회사27,Growth Analyst,모바일·APP,전환형 인턴,2025-03-18,0.328
J00142,A0016,P0124,회사18,DA (Data Analyst),,경력,2025-03-18,0.687
J03915,A0408,P0114,회사27,Growth Analyst,모바일·APP,전환형 인턴,2025-03-18,0.328
J00630,A0065,P0020,회사21,Data Scientist,리테일,인턴,2025-03-18,0.807
J04560,A0475,P0020,회사21,Data Scientist,리테일,인턴,2025-03-18,0.376
J03727,A0385,P0176,회사23,DA (Data Analyst),경영 컨설팅,인턴,2025-03-18,0.51
J01094,A0113,P0230,회사13,DA (Data Analyst),물류,경력,2025-03-19,0.724
J04013,A0415,P0136,회사12,Growth Analyst,모바일·APP,신입,2025-03-19,0.707
J00365,A0039,P0107,회사25,BA (Business Analyst),미디어,인턴,2025-03-19,0.744
J02406,A0248,P0203,회사17,DA (Data Analyst),물류,경력,2025-03-19,0.544
J00072,A0009,P0108,회사14,BA (Business Analyst),교육,경력,2025-03-19,0.265
J00213,A0023,P0039,회사23,Product Analyst,모바일·APP,인턴,2025-03-19,0.598
J02124,A0218,P0025,회사29,DA (Data Analyst),리테일,인턴,2025-03-19,0.562
J01259,A0130,P0015,회사11,Data Scientist,모바일·APP,신입,2025-03-19,0.367
J03573,A0372,P0051,회사28,Data Scientist,물류,신입,2025-03-19,0.428
J04002,A0414,P0057,회사11,DA (Data Analyst),헬스케어,경력,2025-03-19,0.736
J00522,A0054,P0092,회사25,Product Analyst,헬스케어,전환형 인턴,2025-03-19,0.682
J03022,A0315,P0178,회사21,Data Scientist,물류,계약직,2025-03-19,0.846
J03477,A0363,P0047,회사22,BI Engineer,금융,경력,2025-03-19,0.439
J00213,A0023,P0039,회사23,Product Analyst,모바일·APP,인턴,2025-03-19,0.598
J01732,A0172,P0212,회사25,BI Engineer,모바일·APP,신입,2025-03-20,0.695
J02701,A0281,P0216,회사17,BA (Business Analyst),모바일·APP,경력,2025-03-20,0.357
J00314,A0034,P0076,회사24,DA (Data Analyst),헬스케어,신입,2025-03-20,0.48
J00889,A0092,P0210,회사26,Growth Analyst,,신입,2025-03-20,0.622
J01831,A0184,P0084,회사20,Product Analyst,,경력,2025-03-21,0.778
J02221,A0228,P0054,회사11,Growth Analyst,물류,인턴,2025-03-21,0.395
J04406,A0460,P0222,회사17,Product Analyst,,경력,2025-03-21,0.301
J02170,A0221,P0003,회사28,BA (Business Analyst),교육,전환형 인턴,2025-03-21,0.499
J01965,A0200,P0195,회사28,Product Analyst,물류,신입,2025-03-21,0.274
J02784,A0290,P0100,회사34,BI Engineer,헬스케어,계약직,2025-03-21,0.116
J00896,A0093,P0216,회사17,BA (Business Analyst),모바일·APP,경력,2025-03-21,0.458
J03181,A0331,P0166,회사24,Growth Analyst,헬스케어,신입,2025-03-21,0.154
J00058,A0008,P0012,회사16,Growth Analyst,금융,경력,2025-03-21,0.675
J01176,A0121,P0220,회사22,DA (Data Analyst),리테일,인턴,2025-03-22,0.421
J02561,A0267,P0204,회사31,DA (Data Analyst),교육,인턴,2025-03-22,0.613
J00350,A0038,P0003,회사28,BA (Business Analyst),교육,전환형 인턴,2025-03-22,0.44
J04590,A0479,P0086,회사18,BI Engineer,교육,경력,2025-03-22,0.091
J03163,A0329,P0124,회사18,DA (Data Analyst),,경력,2025-03-22,0.619
J01288,A0132,P0224,회사16,Growth Analyst,,신입,2025-03-22,0.635
J00445,A0047,P0222,회사17,Product Analyst,,경력,2025-03-22,0.349
J00512,A0053,P0062,회사21,Data Scientist,경영 컨설팅,경력,2025-03-22,0.647
J00926,A0094,P0107,회사25,BA (Business Analyst),미디어,인턴,2025-03-22,0.173
J02739,A0286,P0079,회사08,Growth Analyst,게임,신입,2025-03-22,0.99
J02469,A0254,P0119,회사13,Product Analyst,리테일,신입,2025-03-23,0.722
J02227,A0229,P0020,회사21,Data Scientist,리테일,인턴,2025-03-23,0.337
J00214,A0023,P0010,회사14,BA (Business Analyst),배달/배송,경력,2025-03-23,0.912
J02931,A0304,P0049,회사30,DA (Data Analyst),물류,계약직,2025-03-23,0.831
J03545,A0370,P0226,회사34,Growth Analyst,리테일,전환형 인턴,2025-03-23,0.39
J02368,A0244,P0030,회사13,DA (Data Analyst),배달/배송,신입,2025-03-23,0.523
J00043,A0006,P0007,회사14,BA (Business Analyst),경영 컨설팅,전환형 인턴,2025-03-23,0.434
J03518,A0367,P0141,회사13,BA (Business Analyst),헬스케어,전환형 인턴,2025-03-24,0.765
J01935,A0196,P0035,회사19,Data Scientist,물류,인턴,2025-03-24,0.45
J01912,A0194,P0026,회사26,DA (Data Analyst),금융,신입,2025-03-24,0.624
J02001,A0205,P0227,회사02,Data Scientist,게임,신입,2025-03-24,0.362
J03023,A0315,P0174,회사25,BI Engineer,금융,인턴,2025-03-24,0.494
J03728,A0385,P0182,회사12,Data Scientist,금융,인턴,2025-03-24,0.518
J03176,A0330,P0074,회사20,BI Engineer,배달/배송,신입,2025-03-24,0.308
J00603,A0063,P0036,회사31,DA (Data Analyst),,경력,2025-03-24,0.108
J03460,A0362,P0083,회사22,BI Engineer,배달/배송,경력,2025-03-24,0.642
J01762,A0175,P0212,회사25,BI Engineer,모바일·APP,신입,2025-03-24,0.528
J01611,A0161,P0122,회사21,Product Analyst,,전환형 인턴,2025-03-24,0.339
J02722,A0284,P0082,회사27,DA (Data Analyst),헬스케어,경력,2025-03-24,0.247
J04567,A0476,P0092,회사25,Product Analyst,헬스케어,전환형 인턴,2025-03-24,0.253
J01733,A0172,P0218,회사15,DA (Data Analyst),미디어,신입,2025-03-24,0.724
J04933,A0517,P0123,회사20,Product Analyst,배달/배송,경력,2025-03-25,0.501
J02339,A0241,P0203,회사17,DA (Data Analyst),물류,경력,2025-03-25,0.515
J04130,A0430,P0164,회사31,DA (Data Analyst),금융,경력,2025-03-25,0.446
J03428,A0358,P0098,회사11,Data Scientist,게임,신입,2025-03-25,0.696
J00945,A0096,P0144,회사12,BA (Business Analyst),배달/배송,계약직,2025-03-25,0.653
J04436,A0464,P0102,회사24,BI Engineer,리테일,전환형 인턴,2025-03-25,0.545
J04055,A0421,P0181,회사12,BA (Business Analyst),,신입,2025-03-25,0.511
J00663,A0069,P0094,회사19,BI Engineer,금융,신입,2025-03-25,0.349
J04561,A0475,P0061,회사11,Growth Analyst,게임,신입,2025-03-25,0.423
J00631,A0065,P0083,회사22,BI Engineer,배달/배송,경력,2025-03-25,0.62
J03854,A0398,P0036,회사31,DA (Data Analyst),,경력,2025-03-25,0.473
J04872,A0509,P0156,회사22,BA (Business Analyst),헬스케어,계약직,2025-03-25,0.282
J04612,A0482,P0067,회사25,BA (Business Analyst),미디어,전환형 인턴,2025-03-25,0.788
J01412,A0141,P0166,회사24,Growth Analyst,헬스케어,신입,2025-03-25,0.289
J01095,A0113,P0087,회사03,Product Analyst,헬스케어,신입,2025-03-25,0.498
J02089,A0214,P0008,회사12,BA (Business Analyst),게임,신입,2025-03-25,0.418
J04752,A0495,P0059,회사23,Product Analyst,물류,신입,2025-03-26,0.99
J01136,A0117,P0137,회사23,Product Analyst,모바일·APP,신입,2025-03-26,0.664
J01889,A0192,P0098,회사11,Data Scientist,게임,신입,2025-03-26,0.482
J01626,A0162,P0020,회사21,Data Scientist,리테일,인턴,2025-03-26,0.374
J03963,A0412,P0221,회사32,Growth Analyst,교육,계약직,2025-03-26,0.433
J00605,A0064,P0152,회사17,BA (Business Analyst),물류,경력,2025-03-26,0.384
J00366,A0039,P0186,회사17,Product Analyst,헬스케어,신입,2025-03-26,0.862
J03692,A0382,P0097,회사23,Growth Analyst,모바일·APP,신입,2025-03-26,0.546
J00543,A0057,P0040,회사30,BA (Business Analyst),,신입,2025-03-26,0.059
J04003,A0414,P0071,회사33,Growth Analyst,,신입,2025-03-26,0.479
J04527,A0471,P0198,회사22,BA (Business Analyst),게임,계약직,2025-03-26,0.306
J00513,A0053,P0192,회사30,Growth Analyst,헬스케어,신입,2025-03-27,0.896
J02125,A0218,P0009,회사20,BA (Business Analyst),물류,경력,2025-03-27,0.413
J00561,A0059,P0050,회사14,BA (Business Analyst),미디어,신입,2025-03-27,0.502
J04697,A0490,P0084,회사20,Product Analyst,,경력,2025-03-27,0.231
J02449,A0251,P0060,회사23,BI Engineer,물류,신입,2025-03-27,0.079
J01184,A0122,P0086,회사18,BI Engineer,교육,경력,2025-03-27,0.453
J01510,A0149,P0052,회사12,Data Scientist,교육,인턴,2025-03-27,0.434
J00500,A0052,P0131,회사24,BI Engineer,미디어,경력,2025-03-27,0.652
J00513,A0053,P0192,회사30,Growth Analyst,헬스케어,신입,2025-03-27,0.896
J01289,A0132,P0054,회사11,Growth Analyst,물류,인턴,2025-03-27,0.587
J03478,A0363,P0178,회사21,Data Scientist,물류,계약직,2025-03-28,0.586
J02906,A0301,P0205,회사17,Product Analyst,게임,경력,2025-03-28,0.377
J04568,A0476,P0208,회사19,DA (Data Analyst),금융,전환형 인턴,2025-03-28,0.106
J01127,A0116,P0206,회사21,BI Engineer,,경력,2025-03-28,0.492
J04394,A0459,P0197,회사12,Data Scientist,리테일,신입,2025-03-28,0.214
J04407,A0460,P0066,회사11,Product Analyst,게임,경력,2025-03-28,0.07
J00044,A0006,P0044,회사22,BI Engineer,경영 컨설팅,계약직,2025-03-28,0.377
J00351,A0038,P0194,회사32,BI Engineer,금융,신입,2025-03-28,0.554
J02785,A0290,P0062,회사21,Data Scientist,경영 컨설팅,경력,2025-03-28,0.02
J01612,A0161,P0211,회사11,Product Analyst,경영 컨설팅,경력,2025-03-29,0.558
J04784,A0499,P0124,회사18,DA (Data Analyst),,경력,2025-03-29,0.791
J04131,A0430,P0092,회사25,Product Analyst,헬스케어,전환형 인턴,2025-03-29,0.416
J01536,A0152,P0099,회사26,BA (Business Analyst),물류,경력,2025-03-29,0.34
J02222,A0228,P0077,회사15,BA (Business Analyst),,경력,2025-03-29,0.519
J01056,A0109,P0004,회사19,BA (Business Analyst),교육,신입,2025-03-29,0.583
J01096,A0113,P0110,회사30,Product Analyst,배달/배송,신입,2025-03-29,0.518
J00795,A0084,P0056,회사20,Growth Analyst,물류,인턴,2025-03-29,0.99
J04082,A0424,P0051,회사28,Data Scientist,물류,신입,2025-03-29,0.565
J01260,A0130,P0040,회사30,BA (Business Analyst),,신입,2025-03-29,0.451
J00143,A0016,P0027,회사15,DA (Data Analyst),물류,신입,2025-03-29,0.625
J04937,A0518,P0091,회사11,Data Scientist,금융,신입,2025-03-30,0.99
J01386,A0139,P0061,회사11,Growth Analyst,게임,신입,2025-03-30,0.673
J04289,A0447,P0220,회사22,DA (Data Analyst),리테일,인턴,2025-03-30,0.654
J01913,A0194,P0240,회사11,Data Scientist,교육,신입,2025-03-30,0.02
J00890,A0092,P0017,회사20,BA (Business Analyst),헬스케어,신입,2025-03-30,0.355
J02765,A0289,P0110,회사30,Product Analyst,배달/배송,신입,2025-03-30,0.943
J01077,A0111,P0018,회사24,BI Engineer,리테일,계약직,2025-03-30,0.509
J01413,A0141,P0217,회사34,BA (Business Analyst),미디어,전환형 인턴,2025-03-30,0.541
J03729,A0385,P0189,회사12,Product Analyst,미디어,신입,2025-03-30,0.229
J01936,A0196,P0226,회사34,Growth Analyst,리테일,전환형 인턴,2025-03-30,0.462
J02228,A0229,P0236,회사26,BA (Business Analyst),리테일,신입,2025-03-30,0.282
J04528,A0471,P0221,회사32,Growth Analyst,교육,계약직,2025-03-30,0.48
J00073,A0009,P0098,회사11,Data Scientist,게임,신입,2025-03-30,0.191
J03703,A0383,P0058,회사26,BA (Business Analyst),경영 컨설팅,계약직,2025-03-30,0.492
